,s,ns,V,delta
0,1650776537,608691931,1.322365403175354,0.13923445343971252
0,1650776537,646171165,1.322365403175354,0.16036435961723328
0,1650776537,676958751,1.322365403175354,0.17093980312347412
0,1650776537,697204197,1.322365403175354,0.16740766167640686
0,1650776537,748134282,1.322365403175354,0.17093980312347412
0,1650776537,778768744,1.322365403175354,0.1744614541530609
0,1650776537,820239307,1.322365403175354,0.19911301136016846
0,1650776537,840054918,1.322365403175354,0.19911301136016846
0,1650776537,851129007,1.322365403175354,0.22729669511318207
0,1650776537,871620731,1.2705764770507812,0.24490495026111603
0,1650776537,892055781,1.322365403175354,0.2519482374191284
0,1650776537,902342779,1.322365403175354,0.26252368092536926
0,1650776537,922606721,1.2705764770507812,0.2906968891620636
0,1650776537,942893415,1.322365403175354,0.29775065183639526
0,1650776537,963400691,1.322365403175354,0.3153589069843292
0,1650776537,994032306,1.322365403175354,0.3153589069843292
0,1650776538,35088778,1.322365403175354,0.318880558013916
0,1650776538,77020023,1.322365403175354,0.3153589069843292
